#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2100          90           7          27           1           8           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2120          90           7          27           1           8           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2140          89           7          26           1           9           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2160          89           7          26           1           9           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2180          89           7          26           1           9           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2200          89           7          26           1           9           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2220          90           7          27           1           8           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2240          90           7          27           1           8           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2260          90           7          27           1           8           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2280          90           7          27           1           8           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2300          89           7          26           1           9           1           1          49           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2   C3H4O3Li2       CO3Li      C3H4O3        C2H4
       2320          88           8          25           1           8           1           1           1          49           2
