#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1960          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1980          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       2000          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       2020          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       2040          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       2060          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       2080          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2100          92           9          27           1           6           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2120          91           9          26           1           7           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2140          91           9          26           1           7           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2160          92           9          27           1           6           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2180          92           9          27           1           6           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2200          93           9          28           1           1           5           1           2          51           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2220          93           9          28           1           1           5           1           2          51           1           3
